,Pollutant,Aggregation level,State,County,Unit of measure,January,February,March,April,May,June,July,August,September,October,November,December,Annual Emissions,County FIPS Code,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
11,CO2,County,WA,Lewis County,percent,-0.036402715181620575,-0.08801073293151263,-0.1752121204617673,-0.3549167882473147,-0.4730389690681315,-0.2028402115072312,-0.08386731546190225,-0.05599220209993571,-0.0849462593811179,-0.17089182880858533,-0.07477039496213678,-0.03803895042368293,-1.838928488534939,61.0,2020.0,"1,662","1,534",128,7.7
12,CO2,County,WA,Lewis County,percent,-0.036402715181620575,-0.08801073293151263,-0.1752121204617673,-0.3549167882473147,-0.4730389690681315,-0.2028402115072312,-0.08386731546190225,-0.05599220209993571,-0.0849462593811179,-0.17089182880858533,-0.07477039496213678,-0.03803895042368293,-1.838928488534939,135.0,2020.0,"4,648","4,205",443,9.5
13,CO2,County,WA,Lewis County,percent,-0.036402715181620575,-0.08801073293151263,-0.1752121204617673,-0.3549167882473147,-0.4730389690681315,-0.2028402115072312,-0.08386731546190225,-0.05599220209993571,-0.0849462593811179,-0.17089182880858533,-0.07477039496213678,-0.03803895042368293,-1.838928488534939,111.0,2020.0,"4,966","4,723",243,4.9
14,CO2,County,WA,Lewis County,percent,-0.036402715181620575,-0.08801073293151263,-0.1752121204617673,-0.3549167882473147,-0.4730389690681315,-0.2028402115072312,-0.08386731546190225,-0.05599220209993571,-0.0849462593811179,-0.17089182880858533,-0.07477039496213678,-0.03803895042368293,-1.838928488534939,49.0,2020.0,"11,389","10,515",874,7.7
15,CO2,County,WA,Lewis County,percent,-0.036402715181620575,-0.08801073293151263,-0.1752121204617673,-0.3549167882473147,-0.4730389690681315,-0.2028402115072312,-0.08386731546190225,-0.05599220209993571,-0.0849462593811179,-0.17089182880858533,-0.07477039496213678,-0.03803895042368293,-1.838928488534939,101.0,2020.0,"5,325","4,924",401,7.5
16,CO2,County,WA,Lewis County,percent,-0.036402715181620575,-0.08801073293151263,-0.1752121204617673,-0.3549167882473147,-0.4730389690681315,-0.2028402115072312,-0.08386731546190225,-0.05599220209993571,-0.0849462593811179,-0.17089182880858533,-0.07477039496213678,-0.03803895042368293,-1.838928488534939,41.0,2020.0,"35,103","31,819","3,284",9.4
17,CO2,County,WA,Lewis County,percent,-0.036402715181620575,-0.08801073293151263,-0.1752121204617673,-0.3549167882473147,-0.4730389690681315,-0.2028402115072312,-0.08386731546190225,-0.05599220209993571,-0.0849462593811179,-0.17089182880858533,-0.07477039496213678,-0.03803895042368293,-1.838928488534939,41.0,2020.0,"6,337","5,649",688,10.9
18,CO2,County,MA,Barnstable County,percent,-0.4660870214849693,-0.7000199484535354,-0.3295507209416864,-1.5202132774983481,-0.2547387506753067,-2.2848624437289464,-0.9765936987495456,-1.0726947446912878,-0.8767352953707425,-0.2873889886340962,-0.7650263487286969,-0.5255513560182407,-10.0594625949754,1.0,2020.0,"108,128","97,073","11,055",10.2
19,CO2,County,MA,Hampden County,percent,-0.6277160299614172,-0.9043477038389524,-0.7816078736570354,-0.9535792604718548,-1.5554116720082918,-0.8172837193727028,-0.4800587256398621,-0.66532524066604,-0.8956487784752122,-0.9322633497415956,-0.4830446237154362,-0.4262575095421679,-9.522544487090569,13.0,2020.0,"220,259","197,372","22,887",10.4
20,CO2,County,MA,Berkshire County,percent,-0.4490286839321088,-0.6370741160471823,-0.3824053025991713,-0.31826526268890465,-2.1718869355988386,-0.5684485979604571,-0.7127204135392443,-0.9040520146587254,-1.2350204353408387,-0.8923507918142617,-0.5065801749537441,-0.6773518817605131,-9.45518461089399,3.0,2020.0,"61,645","56,016","5,629",9.1
21,CO2,County,TN,Weakley County,percent,-0.3296643667705665,-0.5523818902701714,-0.5234887966448336,-1.3817271262057147,-1.1519218751820537,-1.2873319914426369,-1.034977810355773,-0.8554662905151327,-0.6784776779065224,-0.5548813643447958,-0.4539369765419524,-0.5972973737581072,-9.40155353993826,183.0,2020.0,"15,456","14,554",902,5.8
22,CO2,County,NY,Allegany County,percent,-0.14722777957698496,-0.8129401139485376,-1.0137523024679431,-0.6966850420126508,-1.894139018190504,-0.9414753598567944,-0.38179882190912573,-0.4504046745446005,-0.5318206404974815,-1.2641189939025246,-0.27772799739488696,-0.9101285839675798,-9.322219328269615,1.0,2020.0,"30,835","28,437","2,398",7.8
23,CO2,County,NY,Allegany County,percent,-0.14722777957698496,-0.8129401139485376,-1.0137523024679431,-0.6966850420126508,-1.894139018190504,-0.9414753598567944,-0.38179882190912573,-0.4504046745446005,-0.5318206404974815,-1.2641189939025246,-0.27772799739488696,-0.9101285839675798,-9.322219328269615,3.0,2020.0,"19,038","17,502","1,536",8.1
24,CO2,County,MD,Allegany County,percent,-0.008292562961859509,-0.014484322348257224,-0.007982378749274465,-0.0188022544795454,-0.00611310123974314,-0.012324277112904666,-0.00659663497044874,-0.009105750424245466,-0.013504791707687805,-0.011837396516171871,-0.009928359627762942,-0.007699830076351778,-0.126671660214253,1.0,2020.0,"30,835","28,437","2,398",7.8
25,CO2,County,MD,Allegany County,percent,-0.008292562961859509,-0.014484322348257224,-0.007982378749274465,-0.0188022544795454,-0.00611310123974314,-0.012324277112904666,-0.00659663497044874,-0.009105750424245466,-0.013504791707687805,-0.011837396516171871,-0.009928359627762942,-0.007699830076351778,-0.126671660214253,3.0,2020.0,"19,038","17,502","1,536",8.1
26,CO2,County,NY,Wyoming County,percent,-0.4154961333724713,-0.7505565971785507,-0.6160968124210784,-1.329890102544678,-1.6717924669804496,-0.7540607675091999,-0.24469999484330054,-0.3649025601689025,-0.6534680681675545,-1.0146335834384568,-0.5241245736399068,-0.5923470375004112,-8.932068697764961,121.0,2020.0,"17,793","16,457","1,336",7.5
27,CO2,County,NY,Wyoming County,percent,-0.4154961333724713,-0.7505565971785507,-0.6160968124210784,-1.329890102544678,-1.6717924669804496,-0.7540607675091999,-0.24469999484330054,-0.3649025601689025,-0.6534680681675545,-1.0146335834384568,-0.5241245736399068,-0.5923470375004112,-8.932068697764961,131.0,2020.0,"13,254","12,144","1,110",8.4
28,CO2,County,NY,Wyoming County,percent,-0.4154961333724713,-0.7505565971785507,-0.6160968124210784,-1.329890102544678,-1.6717924669804496,-0.7540607675091999,-0.24469999484330054,-0.3649025601689025,-0.6534680681675545,-1.0146335834384568,-0.5241245736399068,-0.5923470375004112,-8.932068697764961,109.0,2020.0,"6,591","5,901",690,10.5
29,CO2,County,PA,Wyoming County,percent,-0.01959586210104684,-0.032527324533255436,-0.014613906575180215,0.012317531416312266,-0.022641370958457724,-0.042606306432352616,-0.02501475289563497,-0.03410001663825813,-0.037301215222374916,-0.002236217900267604,-0.00912702101198525,4.2263951780702556e-05,-0.22740419890072072,121.0,2020.0,"17,793","16,457","1,336",7.5
30,CO2,County,PA,Wyoming County,percent,-0.01959586210104684,-0.032527324533255436,-0.014613906575180215,0.012317531416312266,-0.022641370958457724,-0.042606306432352616,-0.02501475289563497,-0.03410001663825813,-0.037301215222374916,-0.002236217900267604,-0.00912702101198525,4.2263951780702556e-05,-0.22740419890072072,131.0,2020.0,"13,254","12,144","1,110",8.4
31,CO2,County,PA,Wyoming County,percent,-0.01959586210104684,-0.032527324533255436,-0.014613906575180215,0.012317531416312266,-0.022641370958457724,-0.042606306432352616,-0.02501475289563497,-0.03410001663825813,-0.037301215222374916,-0.002236217900267604,-0.00912702101198525,4.2263951780702556e-05,-0.22740419890072072,109.0,2020.0,"6,591","5,901",690,10.5
32,CO2,County,CO,Montrose County,percent,-0.4073224848913583,-0.4797090819908485,-1.1092295691386669,-0.7013735235549203,-1.0387028786536876,-1.316931016792636,-1.089609157195576,-0.7988879721299257,-0.5279656719547134,-0.5766714246896762,-0.3615563828400595,-0.38228670602199744,-8.790245869854065,85.0,2020.0,"21,639","20,208","1,431",6.6
33,CO2,County,NY,Rockland County,percent,-0.17925203259070474,-0.5826648410127845,-0.2390434387431681,-1.9627811712701368,-0.9688399573814712,-1.1230301903745288,-0.40286149646539415,-0.5877980648358279,-0.7235175812382929,-0.7923339728003546,-0.4766878210729128,-0.2880521496362614,-8.326862717421836,87.0,2020.0,"152,903","140,547","12,356",8.1
34,CO2,County,MA,Essex County,percent,-0.5251923586889545,-0.6503407030793522,-0.622475105150165,-0.7691633123405813,-1.0737087164871668,-0.7797316584460309,-0.5225355873024452,-0.7112619713795242,-0.9534061039189288,-0.6374176198548076,-0.4720835050521168,-0.467705506512852,-8.185022148212925,9.0,2020.0,"414,660","374,075","40,585",9.8
35,CO2,County,MA,Essex County,percent,-0.5251923586889545,-0.6503407030793522,-0.622475105150165,-0.7691633123405813,-1.0737087164871668,-0.7797316584460309,-0.5225355873024452,-0.7112619713795242,-0.9534061039189288,-0.6374176198548076,-0.4720835050521168,-0.467705506512852,-8.185022148212925,13.0,2020.0,"373,943","330,269","43,674",11.7
36,CO2,County,MA,Essex County,percent,-0.5251923586889545,-0.6503407030793522,-0.622475105150165,-0.7691633123405813,-1.0737087164871668,-0.7797316584460309,-0.5225355873024452,-0.7112619713795242,-0.9534061039189288,-0.6374176198548076,-0.4720835050521168,-0.467705506512852,-8.185022148212925,31.0,2020.0,"16,518","15,174","1,344",8.1
37,CO2,County,MA,Essex County,percent,-0.5251923586889545,-0.6503407030793522,-0.622475105150165,-0.7691633123405813,-1.0737087164871668,-0.7797316584460309,-0.5225355873024452,-0.7112619713795242,-0.9534061039189288,-0.6374176198548076,-0.4720835050521168,-0.467705506512852,-8.185022148212925,9.0,2020.0,"2,596","2,426",170,6.5
38,CO2,County,MA,Essex County,percent,-0.5251923586889545,-0.6503407030793522,-0.622475105150165,-0.7691633123405813,-1.0737087164871668,-0.7797316584460309,-0.5225355873024452,-0.7112619713795242,-0.9534061039189288,-0.6374176198548076,-0.4720835050521168,-0.467705506512852,-8.185022148212925,57.0,2020.0,"5,488","5,106",382,7
39,CO2,County,NJ,Essex County,percent,0.0008436691091680903,0.003038282039212065,-0.004106574445662494,-0.004337891635779923,-0.005633248141215311,-0.004542719314492049,-0.013977833806053542,-0.011621698713538664,-0.0003772835995149183,-0.006688912665058126,-0.003946419514924564,-0.003092683324644675,-0.05444331401250411,9.0,2020.0,"414,660","374,075","40,585",9.8
40,CO2,County,NJ,Essex County,percent,0.0008436691091680903,0.003038282039212065,-0.004106574445662494,-0.004337891635779923,-0.005633248141215311,-0.004542719314492049,-0.013977833806053542,-0.011621698713538664,-0.0003772835995149183,-0.006688912665058126,-0.003946419514924564,-0.003092683324644675,-0.05444331401250411,13.0,2020.0,"373,943","330,269","43,674",11.7
41,CO2,County,NJ,Essex County,percent,0.0008436691091680903,0.003038282039212065,-0.004106574445662494,-0.004337891635779923,-0.005633248141215311,-0.004542719314492049,-0.013977833806053542,-0.011621698713538664,-0.0003772835995149183,-0.006688912665058126,-0.003946419514924564,-0.003092683324644675,-0.05444331401250411,31.0,2020.0,"16,518","15,174","1,344",8.1
42,CO2,County,NJ,Essex County,percent,0.0008436691091680903,0.003038282039212065,-0.004106574445662494,-0.004337891635779923,-0.005633248141215311,-0.004542719314492049,-0.013977833806053542,-0.011621698713538664,-0.0003772835995149183,-0.006688912665058126,-0.003946419514924564,-0.003092683324644675,-0.05444331401250411,9.0,2020.0,"2,596","2,426",170,6.5
43,CO2,County,NJ,Essex County,percent,0.0008436691091680903,0.003038282039212065,-0.004106574445662494,-0.004337891635779923,-0.005633248141215311,-0.004542719314492049,-0.013977833806053542,-0.011621698713538664,-0.0003772835995149183,-0.006688912665058126,-0.003946419514924564,-0.003092683324644675,-0.05444331401250411,57.0,2020.0,"5,488","5,106",382,7
44,CO2,County,MS,Kemper County,percent,-0.3411453446520042,-0.6029125499652607,-0.5612194296420189,-1.4449086804970583,-0.7177259127230434,-0.81255873624355,-0.8122713303729219,-0.7813013932735708,-0.6426288522786586,-0.6593495412693275,-0.420169171509001,-0.37877731235207496,-8.174968254778491,69.0,2020.0,"3,423","3,093",330,9.6
45,CO2,County,MS,Kemper County,percent,-0.01854921854116349,-0.030803087488895133,-0.041981827674603206,-0.04465430993015915,-0.012889021990129777,-0.011984156881312288,-0.0074524516876841905,-0.005860728623168421,-0.008692989501885668,-0.02595771469901232,-0.019118353998422738,-0.03588878236921441,-0.26383264338565077,69.0,2020.0,"3,423","3,093",330,9.6
46,CO2,County,ME,Penobscot County,percent,-0.556143779303839,-0.6437698742081116,-0.6994867358327322,-0.8271767788015881,-0.7379041290733922,-0.8725077066067779,-0.614849097531543,-0.7538756807863625,-0.8219334977163024,-0.8654013339405091,-0.3959892676182489,-0.36235133424345184,-8.151389215662858,19.0,2020.0,"74,717","70,710","4,007",5.4
47,CO2,County,CO,Denver County,percent,-0.5015593469036947,-0.5053570324152211,-0.8583830766010538,-1.0762818138949544,-1.1093021505814056,-0.7827070656317239,-0.5326167821145946,-0.4870391388195846,-0.6614158129580694,-0.7014085213122695,-0.5769536914675311,-0.33585137908705026,-8.128875811787154,,,,,,
48,CO2,County,NY,Tompkins County,percent,-0.4256068286060424,-0.610628752003839,-0.8799778587255563,-1.0182890793197252,-1.2561074682225757,-0.7267589071453107,-0.1781680302480004,-0.312507427252142,-0.4404190255862176,-0.9362333511951252,-0.2881501310560177,-0.4709958124060922,-7.543842671766644,109.0,2020.0,"47,929","44,967","2,962",6.2
49,CO2,County,ME,Cumberland County,percent,-0.4547713913336847,-0.6860963478372539,-0.8403713818876805,-0.7946091458179549,-1.0069497768851872,-0.6985998704072506,-0.3549163486344541,-0.4000778907646464,-0.5259843630034133,-0.7181257932660323,-0.4177653531736119,-0.33538831591137297,-7.233655978922543,35.0,2020.0,"5,944","5,606",338,5.7
50,CO2,County,ME,Cumberland County,percent,-0.4547713913336847,-0.6860963478372539,-0.8403713818876805,-0.7946091458179549,-1.0069497768851872,-0.6985998704072506,-0.3549163486344541,-0.4000778907646464,-0.5259843630034133,-0.7181257932660323,-0.4177653531736119,-0.33538831591137297,-7.233655978922543,57.0,2020.0,"3,271","3,112",159,4.9
51,CO2,County,ME,Cumberland County,percent,-0.4547713913336847,-0.6860963478372539,-0.8403713818876805,-0.7946091458179549,-1.0069497768851872,-0.6985998704072506,-0.3549163486344541,-0.4000778907646464,-0.5259843630034133,-0.7181257932660323,-0.4177653531736119,-0.33538831591137297,-7.233655978922543,5.0,2020.0,"160,863","152,368","8,495",5.3
52,CO2,County,ME,Cumberland County,percent,-0.4547713913336847,-0.6860963478372539,-0.8403713818876805,-0.7946091458179549,-1.0069497768851872,-0.6985998704072506,-0.3549163486344541,-0.4000778907646464,-0.5259843630034133,-0.7181257932660323,-0.4177653531736119,-0.33538831591137297,-7.233655978922543,11.0,2020.0,"66,277","59,148","7,129",10.8
53,CO2,County,ME,Cumberland County,percent,-0.4547713913336847,-0.6860963478372539,-0.8403713818876805,-0.7946091458179549,-1.0069497768851872,-0.6985998704072506,-0.3549163486344541,-0.4000778907646464,-0.5259843630034133,-0.7181257932660323,-0.4177653531736119,-0.33538831591137297,-7.233655978922543,51.0,2020.0,"126,387","114,386","12,001",9.5
54,CO2,County,ME,Cumberland County,percent,-0.4547713913336847,-0.6860963478372539,-0.8403713818876805,-0.7946091458179549,-1.0069497768851872,-0.6985998704072506,-0.3549163486344541,-0.4000778907646464,-0.5259843630034133,-0.7181257932660323,-0.4177653531736119,-0.33538831591137297,-7.233655978922543,41.0,2020.0,"130,651","121,949","8,702",6.7
55,CO2,County,ME,Cumberland County,percent,-0.4547713913336847,-0.6860963478372539,-0.8403713818876805,-0.7946091458179549,-1.0069497768851872,-0.6985998704072506,-0.3549163486344541,-0.4000778907646464,-0.5259843630034133,-0.7181257932660323,-0.4177653531736119,-0.33538831591137297,-7.233655978922543,35.0,2020.0,"22,733","20,988","1,745",7.7
56,CO2,County,ME,Cumberland County,percent,-0.4547713913336847,-0.6860963478372539,-0.8403713818876805,-0.7946091458179549,-1.0069497768851872,-0.6985998704072506,-0.3549163486344541,-0.4000778907646464,-0.5259843630034133,-0.7181257932660323,-0.4177653531736119,-0.33538831591137297,-7.233655978922543,49.0,2020.0,"4,569","4,289",280,6.1
57,CO2,County,NC,Cumberland County,percent,-0.3649937732992257,-0.6605451829909694,-1.1442664001668763,-1.0332891154659605,-0.3743847006502345,-0.9666600196170999,-0.18119822384543444,-0.2084756104510049,-0.5417302619309063,-0.4642590540061732,-0.23248027297869556,0.0112218019377602,-6.16106081346482,35.0,2020.0,"5,944","5,606",338,5.7
58,CO2,County,NC,Cumberland County,percent,-0.3649937732992257,-0.6605451829909694,-1.1442664001668763,-1.0332891154659605,-0.3743847006502345,-0.9666600196170999,-0.18119822384543444,-0.2084756104510049,-0.5417302619309063,-0.4642590540061732,-0.23248027297869556,0.0112218019377602,-6.16106081346482,57.0,2020.0,"3,271","3,112",159,4.9
59,CO2,County,NC,Cumberland County,percent,-0.3649937732992257,-0.6605451829909694,-1.1442664001668763,-1.0332891154659605,-0.3743847006502345,-0.9666600196170999,-0.18119822384543444,-0.2084756104510049,-0.5417302619309063,-0.4642590540061732,-0.23248027297869556,0.0112218019377602,-6.16106081346482,5.0,2020.0,"160,863","152,368","8,495",5.3
60,CO2,County,NC,Cumberland County,percent,-0.3649937732992257,-0.6605451829909694,-1.1442664001668763,-1.0332891154659605,-0.3743847006502345,-0.9666600196170999,-0.18119822384543444,-0.2084756104510049,-0.5417302619309063,-0.4642590540061732,-0.23248027297869556,0.0112218019377602,-6.16106081346482,11.0,2020.0,"66,277","59,148","7,129",10.8
61,CO2,County,NC,Cumberland County,percent,-0.3649937732992257,-0.6605451829909694,-1.1442664001668763,-1.0332891154659605,-0.3743847006502345,-0.9666600196170999,-0.18119822384543444,-0.2084756104510049,-0.5417302619309063,-0.4642590540061732,-0.23248027297869556,0.0112218019377602,-6.16106081346482,51.0,2020.0,"126,387","114,386","12,001",9.5
62,CO2,County,NC,Cumberland County,percent,-0.3649937732992257,-0.6605451829909694,-1.1442664001668763,-1.0332891154659605,-0.3743847006502345,-0.9666600196170999,-0.18119822384543444,-0.2084756104510049,-0.5417302619309063,-0.4642590540061732,-0.23248027297869556,0.0112218019377602,-6.16106081346482,41.0,2020.0,"130,651","121,949","8,702",6.7
63,CO2,County,NC,Cumberland County,percent,-0.3649937732992257,-0.6605451829909694,-1.1442664001668763,-1.0332891154659605,-0.3743847006502345,-0.9666600196170999,-0.18119822384543444,-0.2084756104510049,-0.5417302619309063,-0.4642590540061732,-0.23248027297869556,0.0112218019377602,-6.16106081346482,35.0,2020.0,"22,733","20,988","1,745",7.7
64,CO2,County,NC,Cumberland County,percent,-0.3649937732992257,-0.6605451829909694,-1.1442664001668763,-1.0332891154659605,-0.3743847006502345,-0.9666600196170999,-0.18119822384543444,-0.2084756104510049,-0.5417302619309063,-0.4642590540061732,-0.23248027297869556,0.0112218019377602,-6.16106081346482,49.0,2020.0,"4,569","4,289",280,6.1
65,CO2,County,NJ,Cumberland County,percent,-0.06855533437577561,-0.07697994765870406,-0.10218537272130117,-0.2597579244682864,-0.04397704052529853,-0.09948572990341342,-0.09967905404292288,-0.11432706206973745,-0.10842105526760416,-0.10912897049492636,-0.015679875146249415,-0.049690124589494164,-1.1478674912637135,35.0,2020.0,"5,944","5,606",338,5.7
66,CO2,County,NJ,Cumberland County,percent,-0.06855533437577561,-0.07697994765870406,-0.10218537272130117,-0.2597579244682864,-0.04397704052529853,-0.09948572990341342,-0.09967905404292288,-0.11432706206973745,-0.10842105526760416,-0.10912897049492636,-0.015679875146249415,-0.049690124589494164,-1.1478674912637135,57.0,2020.0,"3,271","3,112",159,4.9
67,CO2,County,NJ,Cumberland County,percent,-0.06855533437577561,-0.07697994765870406,-0.10218537272130117,-0.2597579244682864,-0.04397704052529853,-0.09948572990341342,-0.09967905404292288,-0.11432706206973745,-0.10842105526760416,-0.10912897049492636,-0.015679875146249415,-0.049690124589494164,-1.1478674912637135,5.0,2020.0,"160,863","152,368","8,495",5.3
68,CO2,County,NJ,Cumberland County,percent,-0.06855533437577561,-0.07697994765870406,-0.10218537272130117,-0.2597579244682864,-0.04397704052529853,-0.09948572990341342,-0.09967905404292288,-0.11432706206973745,-0.10842105526760416,-0.10912897049492636,-0.015679875146249415,-0.049690124589494164,-1.1478674912637135,11.0,2020.0,"66,277","59,148","7,129",10.8
69,CO2,County,NJ,Cumberland County,percent,-0.06855533437577561,-0.07697994765870406,-0.10218537272130117,-0.2597579244682864,-0.04397704052529853,-0.09948572990341342,-0.09967905404292288,-0.11432706206973745,-0.10842105526760416,-0.10912897049492636,-0.015679875146249415,-0.049690124589494164,-1.1478674912637135,51.0,2020.0,"126,387","114,386","12,001",9.5
70,CO2,County,NJ,Cumberland County,percent,-0.06855533437577561,-0.07697994765870406,-0.10218537272130117,-0.2597579244682864,-0.04397704052529853,-0.09948572990341342,-0.09967905404292288,-0.11432706206973745,-0.10842105526760416,-0.10912897049492636,-0.015679875146249415,-0.049690124589494164,-1.1478674912637135,41.0,2020.0,"130,651","121,949","8,702",6.7
71,CO2,County,NJ,Cumberland County,percent,-0.06855533437577561,-0.07697994765870406,-0.10218537272130117,-0.2597579244682864,-0.04397704052529853,-0.09948572990341342,-0.09967905404292288,-0.11432706206973745,-0.10842105526760416,-0.10912897049492636,-0.015679875146249415,-0.049690124589494164,-1.1478674912637135,35.0,2020.0,"22,733","20,988","1,745",7.7
72,CO2,County,NJ,Cumberland County,percent,-0.06855533437577561,-0.07697994765870406,-0.10218537272130117,-0.2597579244682864,-0.04397704052529853,-0.09948572990341342,-0.09967905404292288,-0.11432706206973745,-0.10842105526760416,-0.10912897049492636,-0.015679875146249415,-0.049690124589494164,-1.1478674912637135,49.0,2020.0,"4,569","4,289",280,6.1
73,CO2,County,PA,Cumberland County,percent,-0.08800386847415505,-0.2819239462295858,-0.05768281891602154,-0.25371983899605816,0.04421438415927393,0.0393066932371316,-0.02499450553944507,-0.08670399623451039,-0.10727566936741352,0.07315158255734817,-0.05716927895469673,-0.19027303215646071,-0.9910742949145931,35.0,2020.0,"5,944","5,606",338,5.7
74,CO2,County,PA,Cumberland County,percent,-0.08800386847415505,-0.2819239462295858,-0.05768281891602154,-0.25371983899605816,0.04421438415927393,0.0393066932371316,-0.02499450553944507,-0.08670399623451039,-0.10727566936741352,0.07315158255734817,-0.05716927895469673,-0.19027303215646071,-0.9910742949145931,57.0,2020.0,"3,271","3,112",159,4.9
75,CO2,County,PA,Cumberland County,percent,-0.08800386847415505,-0.2819239462295858,-0.05768281891602154,-0.25371983899605816,0.04421438415927393,0.0393066932371316,-0.02499450553944507,-0.08670399623451039,-0.10727566936741352,0.07315158255734817,-0.05716927895469673,-0.19027303215646071,-0.9910742949145931,5.0,2020.0,"160,863","152,368","8,495",5.3
76,CO2,County,PA,Cumberland County,percent,-0.08800386847415505,-0.2819239462295858,-0.05768281891602154,-0.25371983899605816,0.04421438415927393,0.0393066932371316,-0.02499450553944507,-0.08670399623451039,-0.10727566936741352,0.07315158255734817,-0.05716927895469673,-0.19027303215646071,-0.9910742949145931,11.0,2020.0,"66,277","59,148","7,129",10.8
77,CO2,County,PA,Cumberland County,percent,-0.08800386847415505,-0.2819239462295858,-0.05768281891602154,-0.25371983899605816,0.04421438415927393,0.0393066932371316,-0.02499450553944507,-0.08670399623451039,-0.10727566936741352,0.07315158255734817,-0.05716927895469673,-0.19027303215646071,-0.9910742949145931,51.0,2020.0,"126,387","114,386","12,001",9.5
78,CO2,County,PA,Cumberland County,percent,-0.08800386847415505,-0.2819239462295858,-0.05768281891602154,-0.25371983899605816,0.04421438415927393,0.0393066932371316,-0.02499450553944507,-0.08670399623451039,-0.10727566936741352,0.07315158255734817,-0.05716927895469673,-0.19027303215646071,-0.9910742949145931,41.0,2020.0,"130,651","121,949","8,702",6.7
