,Pollutant,Aggregation level,State,County,Unit of measure,January,February,March,April,May,June,July,August,September,October,November,December,Annual Emissions
140,CO2,County,CO,Montrose County,percent,-0.4073224848913583,-0.4797090819908485,-1.1092295691386669,-0.7013735235549203,-1.0387028786536876,-1.316931016792636,-1.089609157195576,-0.7988879721299257,-0.5279656719547134,-0.5766714246896762,-0.3615563828400595,-0.38228670602199744,-8.790245869854065
332,CO2,County,NY,Rockland County,percent,-0.17925203259070474,-0.5826648410127845,-0.2390434387431681,-1.9627811712701368,-0.9688399573814712,-1.1230301903745288,-0.40286149646539415,-0.5877980648358279,-0.7235175812382929,-0.7923339728003546,-0.4766878210729128,-0.2880521496362614,-8.326862717421836
200,CO2,County,MA,Essex County,percent,-0.5251923586889545,-0.6503407030793522,-0.622475105150165,-0.7691633123405813,-1.0737087164871668,-0.7797316584460309,-0.5225355873024452,-0.7112619713795242,-0.9534061039189288,-0.6374176198548076,-0.4720835050521168,-0.467705506512852,-8.185022148212925
152,CO2,County,MS,Kemper County,percent,-0.3411453446520042,-0.6029125499652607,-0.5612194296420189,-1.4449086804970583,-0.7177259127230434,-0.81255873624355,-0.8122713303729219,-0.7813013932735708,-0.6426288522786586,-0.6593495412693275,-0.420169171509001,-0.37877731235207496,-8.174968254778491
320,CO2,County,ME,Penobscot County,percent,-0.556143779303839,-0.6437698742081116,-0.6994867358327322,-0.8271767788015881,-0.7379041290733922,-0.8725077066067779,-0.614849097531543,-0.7538756807863625,-0.8219334977163024,-0.8654013339405091,-0.3959892676182489,-0.36235133424345184,-8.151389215662858
80,CO2,County,CO,Denver County,percent,-0.5015593469036947,-0.5053570324152211,-0.8583830766010538,-1.0762818138949544,-1.1093021505814056,-0.7827070656317239,-0.5326167821145946,-0.4870391388195846,-0.6614158129580694,-0.7014085213122695,-0.5769536914675311,-0.33585137908705026,-8.128875811787154
368,CO2,County,NY,Tompkins County,percent,-0.4256068286060424,-0.610628752003839,-0.8799778587255563,-1.0182890793197252,-1.2561074682225757,-0.7267589071453107,-0.1781680302480004,-0.312507427252142,-0.4404190255862176,-0.9362333511951252,-0.2881501310560177,-0.4709958124060922,-7.543842671766644
272,CO2,County,ME,Cumberland County,percent,-0.4547713913336847,-0.6860963478372539,-0.8403713818876805,-0.7946091458179549,-1.0069497768851872,-0.6985998704072506,-0.3549163486344541,-0.4000778907646464,-0.5259843630034133,-0.7181257932660323,-0.4177653531736119,-0.33538831591137297,-7.233655978922543
260,CO2,County,NY,Onondaga County,percent,-0.5332982205800423,-0.5767158533996406,-0.4419561487588379,-0.6259918711530319,-0.7399180584851657,-0.7639152315054298,-0.3342070044768835,-0.5311096967061251,-0.8332373103070745,-0.8167665129980316,-0.5586770196854755,-0.4715972417431843,-7.227390169798924
188,CO2,County,MA,Bristol County,percent,-0.557343069733553,-0.8560324682951127,-0.5255958715528065,-0.4755826171288676,-0.5555489969613469,-0.7493418081579345,-0.5140640719982792,-0.6531522133153025,-0.6051102300069288,-0.7767698350944733,-0.3364128786017777,-0.38133306149622304,-6.986287122342606
392,CO2,County,NY,Yates County,percent,-0.290322307581614,-0.6113376988638491,-0.6742720009634676,-0.6837284280371619,-1.1974418814682424,-0.6945686472813495,-0.3541076985943394,-0.4802942279229278,-0.6348342700105919,-0.6759174184215371,-0.2601388745994834,-0.30197117021330017,-6.858934623957865
128,CO2,County,NC,Lincoln County,percent,-0.08621285849870408,-1.441146241431689,-0.3717786309552055,-0.9440445411894789,-0.6441535456372679,-1.0235381311157379,-0.2217078979272664,-0.15921213091778538,-0.7815297019922866,-0.7363774580937512,-0.16788631631555395,-0.18502048133887944,-6.762607935413607
80,CO2,County,AL,Calhoun County,percent,-0.35683475228397804,-1.287008532818033,-0.5053964564329726,-0.4783330985374704,-0.6494238847086273,-0.6715269527656538,-0.5617069937829491,-0.5151285732251879,-0.4588094251139584,-0.5020689175715254,0.012549279196347391,-0.5026985095399563,-6.476386817583966
140,CO2,County,NY,Erie County,percent,-0.3325716140071581,-0.5034841660780546,-0.4014284297976865,-0.9015433958202782,-1.027571753648601,-0.7496754195114417,-0.3728436961975416,-0.5261497223284144,-0.6388865205965428,-0.3768014972502036,-0.5315725742057728,-0.017832315912971054,-6.380361105354665
104,CO2,County,NC,Cumberland County,percent,-0.3649937732992257,-0.6605451829909694,-1.1442664001668763,-1.0332891154659605,-0.3743847006502345,-0.9666600196170999,-0.18119822384543444,-0.2084756104510049,-0.5417302619309063,-0.4642590540061732,-0.23248027297869556,0.0112218019377602,-6.16106081346482
272,CO2,County,SC,Charleston County,percent,-0.6667854180129023,-0.2657791193499689,-0.7802675916510708,0.2966238028009428,-0.5631929064686441,-0.9118215631514456,-0.5581280365211215,-0.5349170871433683,-0.6451974512111628,-0.784715319296085,-0.6129446303461245,-0.0919538219317525,-6.119079142282703
212,CO2,County,TX,Denton County,percent,-0.3215206455683496,-0.41899566303091496,-0.17532753577589044,-0.7463185912940791,-0.7858004488937889,-0.7060125503169291,-0.5595877184640395,-0.3620589628769943,-0.521869107251645,-0.8595245858292131,-0.4634054046243149,-0.14590080303472971,-6.066322016960888
200,CO2,County,AL,Talladega County,percent,-0.4215381955226822,-0.7705670346608868,-1.0838875702520985,-0.3775741175704783,-0.5965845804372868,-0.6980823943521076,-0.5192818036039807,-0.486353884777312,-0.3967633621629776,-0.35667812946649297,-0.4642208611867276,0.11853130582641545,-6.0530006281666155
248,CO2,County,WY,Laramie County,percent,-0.25226045903838257,-0.33903187999987183,-0.476580171779328,-0.9038281204000904,-1.0892980923642657,-0.5688718536101554,-0.333702745004844,-0.2931779848894419,-0.5199359516725175,-0.4270834586658325,-0.4012562016806458,-0.37052229203307296,-5.975549211138448
344,CO2,County,NH,Merrimack County,percent,-0.22428955362865374,-0.4199076674067121,-0.4350179936049704,-0.5453150024654124,-0.9267867835132232,-0.5730625593594675,-0.3516979471898652,-0.2716528042743316,-0.6621984095999934,-0.5750055226249463,-0.6201851580711383,-0.35727166891515144,-5.962391070653865
392,CO2,County,GA,Jackson County,percent,-0.29403247463865906,-0.2560414476172848,-0.6686822201279214,-1.020297812381097,-0.5481374163989241,-0.5316632249683713,-0.4473283080303905,-0.40975435775702906,-0.3789213607028143,-0.5439728222243333,-0.24796913668736664,-0.4783439832927424,-5.825144564826933
488,CO2,County,GA,Washington County,percent,-0.3902165096952605,-0.5778779702291655,-0.18964245666890495,-0.8814637573307471,-0.6647147238648701,-0.6202128325254136,-0.6132494701575995,-0.584578849147024,-0.5143702721952764,-0.5015930194169791,-0.3590950968971188,0.08513986926734325,-5.811875088861017
44,CO2,County,NJ,Hudson County,percent,-0.3118576081567479,-0.478027200506629,-0.6052949871881508,-0.8811410913553068,-0.6773688492906651,-0.5537819462328554,-0.2034977217413622,-0.30681512418303586,-0.643571863364727,-0.38650144239282985,-0.27562853953089794,-0.18666930395280912,-5.510155677896017
236,CO2,County,NY,Niagara County,percent,-0.35018344591796724,-0.4892017967266056,-0.5158943650587805,-0.712440802911254,-0.9183468966653214,-0.32359972298632805,-0.2494274132769611,-0.1778164726939853,-0.417507781393164,-0.5022065988542623,-0.37132614619127097,-0.4026462124660745,-5.430597655141976
116,CO2,County,CO,Lincoln County,percent,-0.1638517120800761,-0.18858787786674933,-0.2799507113787704,-0.6769908983352996,-0.7250249609566958,-0.8248428858463062,-0.35198105657539736,-0.4720888035845861,-0.4279295049362876,-0.6053990069023709,-0.4234906957382962,-0.2487341865854268,-5.388872300786263
452,CO2,County,GA,Talbot County,percent,-0.3539472837205854,-0.5517505502780313,-0.7043214500922748,-0.8396461606093154,-0.4686745084453979,-0.5456725510804064,-0.35326463617561044,-0.3173000475430912,-0.27142215506423745,-0.37655874296583786,-0.4403422474122821,-0.14888598999301805,-5.371786323380088
80,CO2,County,KY,Marshall County,percent,-0.15634113719347262,-0.3261376402039946,-0.22090839596464715,-0.17344094991689674,-0.3570558092750286,-0.223914251564522,-0.8038183235778728,-1.094447375711164,-1.0237552650159474,-0.33384500655473154,-0.3709719827601027,-0.2479524554047836,-5.332588593143163
332,CO2,County,KS,McPherson County,percent,-0.2729899899967371,-0.274844037099121,-0.4260562827596524,-0.8602217828183928,-0.3473681510745273,-0.5286426886399082,-0.5943117556297888,-0.5211654787453321,-0.5847505949769889,-0.1025123421703668,-0.466555691390865,-0.3105725597171737,-5.289991355018854
536,CO2,County,MS,Lauderdale County,percent,-0.025177432618748573,0.5893054961600972,-0.4865166374596047,-0.9565798978775816,-0.7744848577928906,-0.7902133684025358,-0.6604074377140686,-0.6429011355263271,-0.4291420715815889,-0.2772247114117002,-0.20531620120782074,-0.6158115367278449,-5.274469792160615
44,CO2,County,NC,Anson County,percent,-0.386874252647292,-0.550107678283984,-0.2950856329001622,-1.1358272448729267,-0.3371989864065681,-0.3416552652561878,-0.3843780437222721,-0.4067684500233704,-0.26196742982835425,-0.7037548080327812,-0.3050998919233158,-0.09746947301563602,-5.206187156912851
188,CO2,County,TX,Collin County,percent,-0.2538828250758212,-0.4268932472091887,-0.19793364469388652,-0.43580649464607424,-0.5601366373665236,-0.6256951085375314,-0.5503010652208012,-0.4225150395111016,-0.5302039758450597,-0.5312772114630249,-0.3618718129811354,-0.16154507392870396,-5.058062136478854
380,CO2,County,GA,Houston County,percent,-0.20061201304469956,-0.35700892159660025,-0.9059091411100132,-0.6645949735121828,-0.51355559142365,-0.5563827785406912,-0.4053005296434936,-0.39326162666067,-0.3150600672256577,-0.4208911218077807,-0.03534841330331441,-0.2774156173548487,-5.045340795223602
176,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948
416,CO2,County,KS,Washington County,percent,-0.12523496647742804,-0.24847140472644996,-0.2518891486708019,-1.0602067681712546,-0.7648101018569952,-0.16715116819799594,-0.32587116749033856,-0.29102951577585123,-0.263874116716139,-0.6069873423849196,-0.4510725324191927,-0.3789519397953183,-4.935550172682686
356,CO2,County,GA,Hart County,percent,-0.3080389378585829,-0.3383652508101874,-0.538098713873351,-1.2790641993445306,-0.29033568631419143,-0.3458570181262736,-0.17040572356954942,-0.17993852998779608,-0.15880256983061253,-0.3597258582660209,-0.5078012297842106,-0.4572244161652224,-4.933658133930529
512,CO2,County,TX,Mitchell County,percent,0.07614024941711199,-0.370448505046746,0.2510451840001285,-0.5440663381948456,-0.1778230665343172,-0.5194609227351527,-1.3180709061301532,-1.1227683910938773,-0.7053128551273932,-0.2518995023666729,-0.1399657306662142,-0.07236796355679902,-4.894998748034929
1700,CO2,County,MO,Audrain County,percent,-0.2571947324180288,-0.42268873460827305,-0.5499897242546875,0.0,-1.409592429656521,-0.3139683723284019,-0.15356613250816115,-0.14438905690437304,-0.31624268130540395,-0.2282607383794912,-0.3835623265837344,-0.6389220850777872,-4.818377014024863
524,CO2,County,IL,Madison County,percent,-0.21579766395675146,-0.616119669098279,-0.44900228204277387,0.0,-0.5015301932612862,-0.5143420203145402,-0.37975984677264657,-0.3844844312567479,-0.5062939165197949,-0.3476077609377875,-0.4198605627143152,-0.4603837082700464,-4.79518205514497
248,CO2,County,MA,Suffolk County,percent,-0.2928952463711241,-0.5282136515498428,-0.1582558492334229,-0.15744578875698675,-0.958060445434294,-0.0632079422862995,-0.6061640839617373,-0.6272153403537967,-0.6491164249482451,-0.24666725454521665,-0.004707749994639904,-0.4621946578980827,-4.754144435333688
152,CO2,County,CO,Morgan County,percent,-0.2451369470005578,-0.21727762937457026,-0.4720004553320412,-0.6078410635066591,-0.7203796199901991,-0.5877547643143787,-0.2791529194175945,-0.21227258514678066,-0.3328552915733916,-0.4068255605565185,-0.3138060083846025,-0.27059527328778243,-4.665898117885077
116,CO2,County,CT,Middlesex County,percent,-0.30250658352149257,-0.3619252476598916,-0.4688652346074746,-0.5885824668048983,-0.6161456278213712,-0.4284264324751191,-0.2794887007951605,-0.3495777178332105,-0.4638485058662107,-0.3648172131996545,-0.22240519013975052,-0.2093401594735609,-4.6559290801977955
128,CO2,County,NY,Clinton County,percent,-0.1717201158254974,-0.3109846597179135,-0.5251713712994066,-0.97681547296404,-0.8607878482326285,-0.31408865741805514,0.024265879860475303,-0.03751812482510188,-0.22290813235677495,-0.5021467355473452,-0.4303576630846678,-0.2774451352504044,-4.605678036661359
452,CO2,County,MO,Buchanan County,percent,-0.2773010388308753,-0.3432979217710916,-0.3921387841114765,-0.3787508110043783,-0.44485862493263895,-0.6636640128232096,-0.5315408161729471,-0.39915628044892604,-0.5402000779962777,-0.04831476344674468,-0.2966841573575504,-0.2536752170823121,-4.569582505978428
260,CO2,County,MA,Worcester County,percent,-0.2915153215954698,-0.4341672032471364,-0.47450415971080995,-0.4844284469800362,-0.6383901835671967,-0.3862289154479921,-0.2164524344167922,-0.29001007856149025,-0.4640831897821104,-0.39131498807406345,-0.2598043616160225,-0.21365966387860932,-4.544558946877729
464,CO2,County,GA,Upson County,percent,-0.21792981526709046,0.13683721286384293,-0.7133107504511567,-0.9561558230252784,-0.40200942889006425,-0.42659317673183295,-0.3080093504876549,-0.29495679536621466,-0.282049696351258,-0.4846092578326048,-0.2582264351105273,-0.293268707916354,-4.500282024566195
392,CO2,County,KS,Reno County,percent,-0.22241456875469867,-0.2064964050889441,-0.05403293640828992,-0.23446342875411466,-0.6345026760191808,-0.5484198412954314,-0.8521188539016668,-0.8332555965640819,-0.7316711654982198,0.06502639768230976,-0.031535999013401594,-0.18373754289348104,-4.467622616509201
296,CO2,County,SC,Darlington County,percent,0.018219793047056215,-0.9379421465732116,-0.3172266272254865,-0.24481407254503645,0.11922861494553715,-0.6833135936177789,-0.6211744086755402,-0.7861718246306427,-0.2134946096003612,-0.29675404209454986,-0.17575797750489675,-0.1597314405121832,-4.298932334987095
416,CO2,County,TX,Hunt County,percent,-0.23196398864278475,-0.3712335691451052,-0.28836974191518144,-0.16875374223835246,0.08119635768389129,-0.6549157987375804,-0.5988588783890338,-0.4589735688192666,-0.528713624312304,-0.6752829119199767,-0.14944985563300028,-0.2383237118747068,-4.2836430339434015
212,CO2,County,IA,Clay County,percent,-0.27647971898884977,-0.34534850605025325,-0.1603786148065593,-0.2907704312381684,-0.437509187662175,-0.5323381542071454,-0.5719480991806151,-0.43439561324087533,-0.5527849007966136,-0.2659819383135115,-0.20795119228179876,-0.14988146898356727,-4.2257678257501325
104,CO2,County,ID,Elmore County,percent,-0.15173053301927605,-0.2716482728292712,-0.23446384353389915,-0.5084272302368775,-0.4191385553178879,-0.3442634899156417,-0.4882496011139713,-0.4610752163797786,-0.4003683540974705,-0.4391430980621111,-0.2672824427362844,-0.1599798465395116,-4.14577048378198
692,CO2,County,TX,Young County,percent,-0.3350463205935393,-0.2403732514451318,-0.2092247848680135,-0.3731348940972768,-0.3850783679720951,-0.4952899691021528,-0.3813974722930208,-0.2662891076575997,-0.3572519965385925,-0.477992544983004,-0.3235342684805923,-0.2643953489937808,-4.1090083270247995
440,CO2,County,WA,Skagit County,percent,-0.3153615893902478,-0.2828015730133437,-0.15368058279240762,-0.2332059012921965,-0.487879394440754,-0.3844082845391176,-0.6555793065391134,-0.4595234680900732,-0.37378511105817663,-0.25594224805790244,-0.2847189554519818,-0.21088731257418533,-4.097773727239501
404,CO2,County,GA,Mitchell County,percent,-0.3041255147642435,-0.36647663191935975,-0.37559990909521507,-0.7203451389512341,-0.2956336909256788,-0.3331561324871964,-0.16362773123373678,-0.1979185472381054,-0.16513255256981282,-0.3089842336845912,-0.4205481275458228,-0.3393036940376157,-3.9908519044526125
176,CO2,County,NY,Jefferson County,percent,0.8020277989701962,-0.21499791412522995,1.8435655911189404,-0.5396619819328393,-2.58078382644376,-1.9156798728478044,-0.66246028013688,-0.9829953327739558,-0.13646769641035958,1.1141994360848344,0.4980693987846745,-1.1933747994004666,-3.9685594791126495
320,CO2,County,CA,Ventura County,percent,-0.16733947276600014,-0.1931030519989045,-0.04216891816640893,-0.8669488990262726,-0.6562141306773063,-0.3682740891844653,-0.3924504565929057,-0.3058980940638938,-0.31022765192241303,-0.26823611252833635,-0.15268368467104446,-0.22599322471179176,-3.9495377863097434
116,CO2,County,NC,Gaston County,percent,-0.27619250843196874,-0.3515866291210958,-0.3848838022563462,-0.6722664927979828,-0.4102153672033089,-0.32628603927626976,-0.16895758819838666,-0.1346954985586038,-0.2709469199318851,-0.4637472910309757,-0.2258679488956929,-0.2612375949271858,-3.946883680629703
188,CO2,County,TN,Anderson County,percent,-0.18376911672163831,-0.3465420400484065,-0.2674863501602421,-1.004106903628451,-0.4073970020423204,-0.1365045441227443,-0.18460741629213492,-0.1396143493381608,-0.14476886146960222,-0.541625459669716,-0.2294795818338704,-0.33351937499729223,-3.919421000324579
116,CO2,County,NY,Chautauqua County,percent,-0.2295150265410145,-0.2875878852941185,-0.4424532227884942,-0.6176007902457942,-0.6461933123806057,-0.3526473362976584,-0.04772865655596798,-0.1058856086408685,-0.2687094932297856,-0.39969708660929626,-0.1497902282155735,-0.274963452433159,-3.8227720992323366
476,CO2,County,GA,Walton County,percent,-0.2779577484558983,-0.026016265031675947,-0.44962874549610304,-0.13244121912963136,-0.5346547359435133,-0.49805380988890297,-0.4370992587934639,-0.40793107446651855,-0.3864324976145429,-0.3240321293489431,-0.2358430772483343,-0.09046946538982187,-3.8005600268073496
320,CO2,County,UT,Salt Lake County,percent,-0.06803536181583851,-0.2103372526957456,-0.12995070454311974,-0.10446048086816216,-0.2932707081095711,-0.24306244643743735,-0.7727437409406368,-0.7326754580116084,-0.5183909920718277,-0.26315505194007976,-0.18703068530603773,-0.19203264449748825,-3.715145527237553
176,CO2,County,TX,Cherokee County,percent,-0.2836412795867866,-0.2341771270836286,-0.12211794077453322,-0.21663124376501494,-0.3274041826365379,-0.4366656842315857,-0.3845543282913743,-0.26113044079148706,-0.3405723170580348,-0.5112105400295055,-0.2885709285883352,-0.3013479556572263,-3.7080239684940492
536,CO2,County,IL,Marion County,percent,-0.2572644810107294,0.0,0.0,0.0,-0.0005012456072885569,-1.1165895174055072,-0.7750243418578223,-0.7039022227114599,-0.6335480592523168,-0.19065443878024693,0.0,0.0,-3.677484306625371
872,CO2,County,OH,Henry County,percent,-0.2761756989946059,-0.3835329410683535,-0.4767885227711271,-0.8202756699379771,0.7031262066402124,-0.4895822424159682,-0.277956059092481,-0.4777585795229681,-0.42891889181882936,-0.8313187139759302,0.3365589342110603,-0.22455437400150915,-3.6471765527484767
344,CO2,County,NY,Saratoga County,percent,-0.14765695720761812,-0.18103444796251755,-0.2661504112781249,-0.4178595740208521,-0.8066551726248303,-0.5185473273906338,-0.16008283912269855,-0.23826888585005554,-0.32942741342198034,-0.18849145249809546,-0.23113063723893285,-0.15194209439359674,-3.6372472130099363
308,CO2,County,CA,Tulare County,percent,-0.1367107374947227,-0.33539472309824625,-0.4358988284150425,-0.5816261141949003,-0.5608010113239955,-0.5762877482476767,-0.2380463080609003,-0.035903157383129554,-0.15548102217358878,-0.21554195332288775,-0.07859672619882196,-0.22308577376526925,-3.573374103679182
1400,CO2,County,MI,Oakland County,percent,-0.2621171852952884,-0.29280823169549913,-0.4185380481057474,0.19595279423287146,-1.2965505404321054,-0.15238951342767434,-0.2441089475714021,-0.1896377813029265,-0.1811574829767196,-0.01963179185737504,-0.3684551809487173,-0.3271591102397328,-3.556601019620317
608,CO2,County,IL,Piatt County,percent,-0.21111942556812646,-0.6384501086298371,-0.6065149676419198,0.0,0.3334561853931988,-0.4633168384345308,-0.22007035238291714,-0.2047936582086346,-0.4764479306302346,-0.3146302883330892,-0.2925235322936984,-0.4281685846223127,-3.522579501352102
368,CO2,County,TX,Henderson County,percent,-0.2621882334695475,-0.2628301144002129,-0.21813813190828074,-0.3224218738747505,-0.2605177511297177,-0.3032351753480113,-0.30242007424980705,-0.18767749825347,-0.32366728547186385,-0.4537395859252868,-0.3590265537035328,-0.26445619080754706,-3.5203184685420283
1724,CO2,County,MO,Cole County,percent,-0.2573761601454167,0.03687874963792306,-0.5673657086200118,0.6163337108057079,-2.5664360817434386,-0.08055301580765607,-0.05711467847677995,-0.014197939620800971,-0.14290163462369238,-0.13671500491898356,-0.3868518797541119,0.08219216117495756,-3.474107482092304
512,CO2,County,MO,Lafayette County,percent,-0.24262762983889835,-0.18444171690453612,-0.3805139749533215,0.03486965400767167,-0.4583603640741168,-0.5257507874671337,-0.4016518722111246,-0.3455433875761,-0.33434336022910344,-0.4083753758189635,0.008075902243193184,-0.21671593842644168,-3.455378851248874
152,CO2,County,NC,Person County,percent,-0.20765603842520605,-0.3174125905744619,-0.3209840830309256,-0.5355429878531335,-0.3406603780442377,-0.27330410258795423,-0.178779544763853,-0.18190115028756,-0.2076124355166512,-0.3682125526122724,-0.24273601822450636,-0.27789812046680323,-3.4527000023875654
440,CO2,County,IA,Union County,percent,-0.1187544699771526,-0.223184185152246,-0.20228695882523995,-0.4681967787730802,-0.2800813182629089,-0.3798344045660126,-0.4137279482984641,-0.3968270126841677,-0.3386239205848005,-0.09360660733274273,-0.22187709380484627,-0.2404361610320804,-3.3774368592937414
284,CO2,County,NY,Oswego County,percent,-0.11711684665932505,-0.18348457189287154,-0.3152018341944091,-0.6254242218009225,-0.7225491816581356,-0.2728586083564713,-0.05521017195637366,-0.0572460281174088,-0.16615661581483632,-0.4514918614573988,-0.2446918536851877,-0.12977202405307986,-3.3412038196464207
380,CO2,County,RI,Providence County,percent,-0.20614969317231813,-0.2904003594089208,-0.3806791719598733,-0.362065946140711,-0.4507155062221316,-0.3730663812390789,-0.13094530379246572,-0.2008166124044348,-0.36244363650164746,-0.25777213326506154,-0.17802177915663714,-0.10308218070106448,-3.2961587039643447
68,CO2,County,CO,Adams County,percent,-0.2521798633428474,-0.22964746198675506,-0.247287842365809,-0.3400029534297637,-0.2652163134974781,-0.2756114213559173,-0.39667276568769894,-0.3466885132691376,-0.2998546727074078,-0.24714773005658705,-0.2327859156061212,-0.16201219886538362,-3.2951076521709073
920,CO2,County,OK,Woodward County,percent,-0.16050304246113856,-0.2044749925526997,-0.20328459328151752,-0.30062832474993784,-0.23000894124535284,-0.34327576443014723,-0.3891242324774055,-0.36587999263599824,-0.3697048364961629,-0.3699370335561274,-0.2230598388133487,-0.12631438642029846,-3.2861959791201354
524,CO2,County,MO,Livingston County,percent,-0.42360803869039054,-0.18065496484763088,-0.43173858511249785,0.4860674677668102,-0.5258139126761598,-0.6241626016905497,-0.4777944174437066,-0.422388817425822,-0.5246400447266678,0.5935388926559271,-0.3318151773020072,-0.3627171367966805,-3.2257273362893755
356,CO2,County,UT,Washington County,percent,-0.2807216846975792,-0.2700597483078401,0.020503042106233604,0.0038592956849967494,-0.2840385262429509,-0.16032441141524814,-0.6908178791168711,-0.6545136256221452,-0.5056763899235605,-0.10109743141315038,-0.17690577265104596,-0.11172487404028968,-3.2115180056394506
104,CO2,County,NY,Cattaraugus County,percent,-0.1284981920429388,-0.2073887204559618,-0.20962122924616453,-0.5176081978718801,-0.6593902822162552,-0.2879865986545323,-0.18182446976933447,-0.19471710919914112,-0.3176985177134916,-0.19575919468391487,-0.2512690122669469,-0.04420677671845855,-3.19596830083902
2228,CO2,County,WI,Fond du Lac County,percent,-0.15672685617330834,-0.041885937968032035,-0.32024674041426554,-0.5501092219507471,-0.35405282304116303,-0.3288088508672997,-0.33075749517917763,-0.3321859159553086,-0.28564895437419074,-0.3034458275535204,-0.15132192707607825,-0.03573377162030488,-3.1909243221733967
188,CO2,County,CO,Weld County,percent,-0.18004079613856866,-0.19623529461104391,-0.28772403679166136,-0.3939351479663976,-0.4233844397436802,-0.3002135076331945,-0.2602928513719386,-0.23145257055707885,-0.2860256357173843,-0.2381569245267202,-0.19630973535338436,-0.1576823955764702,-3.1514533359875223
212,CO2,County,TN,Haywood County,percent,-0.13007347937896208,-0.1532786443465161,-0.2260968642347721,-0.3359700782364161,-0.2543325117772475,-0.19183512038983497,-0.4503926965013597,-0.3961134963272969,-0.3837436702415294,-0.2984611246045998,-0.15374685511603325,-0.17519702374272775,-3.149241564897295
800,CO2,County,OK,Logan County,percent,-0.17958831231483754,-0.1263291524095326,-0.1377864493649305,-0.4881192536306453,-0.3560738712230168,-0.3890032137971551,-0.38655500584508384,-0.29446546233654425,-0.32382935246644445,-0.2664239688210619,-0.1529188783607756,-0.03858957518188938,-3.139682495751917
284,CO2,County,KS,Ford County,percent,-0.13800207691727007,-0.29367869184359513,-0.2616955727628245,0.009786171150864885,-0.20311887711854235,-0.5345148902877527,-0.2747618219643062,-0.4433318959487663,-0.3798003029941058,-0.431293676616756,0.02424568919815595,-0.2016804227955245,-3.127846368900423
